LKQ code;IC - konkurenční kód;Název;oe;Typ auta;Výskyt registrovaných aut na trhu;EAN;Odhad prodeje 2026
ST-ABB42900-2R;5504-00-9508932P;P držák předního nárazníku;2G0807184;VOLKSWAGEN | POLO VI (AW1, BZ1, AE1) [06\17-] | 1.0 (999ccm\48kW\65HP) [08\17-02\20];2026;VG392000U-0R00;41
ST-ABB68340-L;5504-00-3217931P;L držák předního nárazníku;68244509AB;JEEP | COMPASS (MP, M6, MV, M7) [01\16-] | 1.3 (1332ccm\110kW\150HP) [08\20-];117;AM43049AL6;1
ST-ABB68340-R;5504-00-3217932P;P držák předního nárazníku;68244508AB;JEEP | COMPASS (MP, M6, MV, M7) [01\16-] | 1.3 (1332ccm\110kW\150HP) [08\20-];117;AM43049AR6;1
ST-ABB68370-L;5504-00-3209931P;L držák předního nárazníku;68408115AA;JEEP | GRAND CHEROKEE L V (WL) [05\21-] | 2.0 4xe Plug-in Hybrid (1995ccm\280kW\381HP) [05\21-];5;AM43054AL;1
ST-ABB74290-1L;5504-00-2901935P;L držák nárazníku;71598TF0003;HONDA | JAZZ III (GE_, GG_, GP_, ZA_) [10\07-] | 1.2 (GG1) (1198ccm\66kW\90HP) [07\08-];803;HD43198AL;13
ST-ABB74290-1R;5504-00-2901936P;P držák nárazníku;71593TF0003;HONDA | JAZZ III (GE_, GG_, GP_, ZA_) [10\07-] | 1.2 (GG1) (1198ccm\66kW\90HP) [07\08-];803;HD43198AR;13
ST-ABB74290-2L;5504-00-2901931P;L držák nárazníku;71190TF0000;HONDA | JAZZ III (GE_, GG_, GP_, ZA_) [10\07-] | 1.2 (GG1) (1198ccm\66kW\90HP) [07\08-];803;HD43186BL;13
ST-ABB74290-2R;5504-00-2901932P;P držák nárazníku;71140TF0000;HONDA | JAZZ III (GE_, GG_, GP_, ZA_) [10\07-] | 1.2 (GG1) (1198ccm\66kW\90HP) [07\08-];803;HD43186BR;13
ST-ABB78320-L;5504-00-3281931P;L držák nárazníku;86513H9AA0;KIA | RIO IV hatchback (YB) [01\17-] | 1.0 T-GDI 100 (998ccm\74kW\101HP) [01\17-];1527;KA43083BL;24
ST-ABB78320-R;5504-00-3281932P;P držák nárazníku;86514H9AA0;KIA | RIO IV hatchback (YB) [01\17-] | 1.0 T-GDI 100 (998ccm\74kW\101HP) [01\17-];1527;KA43083BR;24
ST-ABB80770-2R;5504-00-3478936PP;P držák nárazníku;BHN9502H1A;MAZDA | 3 (BM, BN) [07\13-05\19] | 1.5 (1496ccm\74kW\100HP) [09\13-05\19];3343;MZ43113AR;67
ST-ABB90150-2L;6508-06-8198931P;L držák nárazníku;5257647011;TOYOTA | PRIUS hatchback (_W2_) [09\03-01\10] | 1.5 Hybrid (NHW20_, NHW20R) (1497ccm\82kW\112HP) [09\03-12\09];439;TY590087T-0L00;4
ST-ABB90150-2R;6508-06-8198932P;P držák nárazníku;5257547011;TOYOTA | PRIUS hatchback (_W2_) [09\03-01\10] | 1.5 Hybrid (NHW20_, NHW20R) (1497ccm\82kW\112HP) [09\03-12\09];439;TY43357AR;4
ST-ABB90170;6502-07-8182219P;držák předního nárazníku;52521F4010;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3374;TY23A20B;67
ST-ABB90750-1L;6508-06-8156931P;L držák zadního nárazníku;521560D040;TOYOTA | YARIS (_P13_) [12\10-06\20] | 1.0 (KSP130_, KSP130) (998ccm\51kW\69HP) [12\10-06\20];9563;TY43372EL;230
ST-ABB90750-1R;6508-06-8156932P;P držák zadního nárazníku;521550D050;TOYOTA | YARIS (_P13_) [12\10-06\20] | 1.0 (KSP130_, KSP130) (998ccm\51kW\69HP) [12\10-06\20];9563;TY43372ER;230
ST-ABB90770;5502-00-8156945P;držák předního nárazníku;521250D060;TOYOTA | YARIS (_P13_) [12\10-06\20] | 1.0 (KSP130) (998ccm\53kW\72HP) [06\18-06\20];12133;TY43549A;340
ST-ABB91760-L;5504-00-8166935P;L držák nárazníku;5253678010;LEXUS | NX (_Z1_) [07\14-] | 200t (AGZ10_, AGZ10R) (1998ccm\175kW\238HP) [07\14-];78;20-6822L;1
ST-ABB91760-R;5504-00-8166936P;P držák nárazníku;5253578010;LEXUS | NX (_Z1_) [07\14-] | 200t (AGZ10_, AGZ10R) (1998ccm\175kW\238HP) [07\14-];78;20-6822R;1
ST-ABC14560;6601-02-0063860P;kryt motora;51757241814;BMW | 1 (F20) [07\11-06\19] | 114 d (1496ccm\70kW\95HP) [07\15-06\19];8753;UBA08-19810;105
ST-ABC14580-1L;6502-07-0064917P;L kryt nárazníku;51117464271;BMW | 3 (G20, G80, G28) [11\18-] | 316 d (1995ccm\90kW\122HP) [03\20-07\20];749;BM31A43AL;6
ST-ABC14580-1R;6502-07-0064916P;P kryt předního nárazníku;51117464272;BMW | 3 (G20, G80, G28) [11\18-] | 316 d (1995ccm\90kW\122HP) [03\20-07\20];749;BM31A43AR;6
ST-ABC14580-4L;5513-00-0064921MP;L roh nárazníku;51748079721;BMW | 3 (G20, G80, G28) [11\18-] | 318 d (1995ccm\100kW\136HP) [03\19-03\20];639;33-97A18L;5
ST-ABC14580-4R;5513-00-0064922MP;P roh nárazníku;51748079722;BMW | 3 (G20, G80, G28) [11\18-] | 318 d (1995ccm\100kW\136HP) [03\19-03\20];639;33-97A18R;5
ST-ABC14580-L;5513-00-0064923MP;L mřížka nárazníku;51748079719;BMW | 3 (G20, G80, G28) [11\18-] | M340 d Mild-Hybrid xDrive (2993ccm\250kW\340HP) [04\20-];15;33-97A35L;1
ST-ABC14580-R;5513-00-0064924MP;P mřížka nárazníku;51748079720;BMW | 3 (G20, G80, G28) [11\18-] | M340 d Mild-Hybrid xDrive (2993ccm\250kW\340HP) [04\20-];15;33-97A35R;1
ST-ABC20104;6601-02-2759880Q;spodní kryt předního nárazníku;2105861;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];5464;FD0508-018AA;131
ST-ABC20111;6601-02-2595880P;spodní kryt předního nárazníku;2384093;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];62;FD05PB-018AA;1
ST-ABC20290;6601-02-2566861P;krytka do nárazníku;2171458;FORD | FIESTA VII (HJ, HF) [05\17-] | 1.0 EcoBoost (998ccm\103kW\140HP) [06\17-];2329;FD0063-018AA;47
ST-ABC20800-L;6502-07-2537921P;L kryt nárazníku - lišta;2196489;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];1879;1058712;30
ST-ABC20800-R;6502-07-2537922P;P kryt nárazníku - lišta;2196481;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];1879;071.48.7200;30
ST-ABC28106;6601-02-3583860P;ochranný kryt předního nárazníku;1568853600;MERCEDES-BENZ | GLA-CLASS (X156) [12\13-05\22] | GLA 180 (156.942) (1595ccm\90kW\122HP) [02\15-12\19];1817;23-7215;15
ST-ABC28690;6601-02-3519880P;ochranný kryt předního nárazníku;1778854900;MERCEDES-BENZ | A-CLASS (W177) [03\18-] | A 160 (177.082) (1332ccm\80kW\109HP) [06\18-];897;BZ0110-018CA;7
ST-ABC28690-1;6601-02-3570880P;spodní kryt předního nárazníku;1778851400;MERCEDES-BENZ | A-CLASS (W177) [03\18-] | A 160 (177.082) (1332ccm\80kW\109HP) [06\18-];897;UMJ04-19820J;7
ST-ABC32103;6601-02-5055880P;spodní kryt motoru;9840237680;OPEL | ASTRA L (OV5) [10\21-] | 1.2 (FPHNPJ) (1199ccm\81kW\110HP) [10\21-];69;P1-AT22B;1
ST-ABC34700;6502-07-5516911P;L kryt předního nárazníku;9806545180;PEUGEOT | 2008 I (CU_) [03\13-] | 1.2 THP 110 / PureTech 110 (1199ccm\81kW\110HP) [01\15-];9301;PF-200813;223
ST-ABC34710;6601-02-5518860P;spodní kryt předního nárazníku;9837939880;PEUGEOT | 2008 II (UD_, US_, UY_, UJ_, UR_, UC_) [08\19-] | 1.2 PureTech 100 (USHNK) (1199ccm\74kW\101HP) [11\19-];88;P1-200819B;1
ST-ABC35950-L;5513-00-6456921P;L krytka ostřikovače světla;LR036198;LAND ROVER | RANGE ROVER EVOQUE (L538) [06\11-12\19] | 2.0 4x4 (1999ccm\177kW\241HP) [06\11-12\19];1553;07-4701L;12
ST-ABC35950-R;5513-00-6456922P;P krytka ostřikovače světla;LR036197;LAND ROVER | RANGE ROVER EVOQUE (L538) [06\11-12\19] | 2.0 4x4 (1999ccm\177kW\241HP) [06\11-12\19];1553;07-4701R;12
ST-ABC35990;6601-02-6458860P;spodní kryt motoru;LR038764;LAND ROVER | RANGE ROVER IV (L405) [08\12-09\21] | 2.0 P400e Hybrid 4x4 (1997ccm\297kW\404HP) [10\17-09\21];624;LR40A1JA;5
ST-ABC36870-1;5510-00-6034923P;držák předního nárazníku;628165104R;RENAULT | CAPTUR I (J5_, H5_) [06\13-] | 1.6 (J5JA, J5JY, H5JA) (1598ccm\84kW\114HP) [02\18-];12560;PA-RC7;352
ST-ABC44910-L;5513-00-9061911P;L krytka ostřikovače;39825430;VOLVO | XC90 II (256) [09\14-] | 2.0   D4 (1969ccm\140kW\190HP) [06\15-12\18];921;27-4703L;7
ST-ABC44910-R;5513-00-9061912P;P krytka ostřikovače;39825447;VOLVO | XC90 II (256) [09\14-] | 2.0   D4 (1969ccm\140kW\190HP) [06\15-12\18];921;27-4703R;7
ST-ABC76890;6601-02-3179870P;spodní kryt motoru;29110G2000;HYUNDAI | IONIQ (AE) [03\16-03\23] | 1.6 GDI Hybrid (1580ccm\104kW\141HP) [03\16-07\22];113;KBR01-19810;1
ST-ABC89100-1;6601-02-7703880P;spodní kryt předního nárazníku;149376000A;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\188kW\256HP) [02\23-];78;BP2292E;1
ST-ABC90170-R;5703-05-8182982P;P kryt zadního nárazníku;5216310030;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3355;TY515087E-0R00;67
ST-ABG12640-3L;5513-00-0027913SP;L mřížka do nárazníku;8V5807681A;AUDI | A3 cabrio (8V7, 8VE) [10\13-04\21] | 1.4 TFSI (1395ccm\103kW\140HP) [10\13-05\14];1760;AD99062CAL;14
ST-ABG12730;6502-07-0038920P;mřížka do nárazníku;8W6807683ARU6;AUDI | A5 (F53, F5P) [06\16-] | 1.4 TFSI (1395ccm\110kW\150HP) [11\16-02\20];1497;AD07058GA;12
ST-ABG12760;5511-00-0047221P;mřížka do nárazníku;82A8076839B9;AUDI | A1 CITY CARVER (GBH) [07\19-06\22] | 25 TFSI (999ccm\70kW\95HP) [07\19-06\22];54;HF-AD11031-G3;1
ST-ABG12760-L;6502-07-0047921P;L mřížka do nárazníku;82A807681F9B9;AUDI | A1 Sportback (GBA) [07\18-] | 25 TFSI (999ccm\70kW\95HP) [11\18-];41;10-9707L;1
ST-ABG12760-R;6502-07-0047922P;P mřížka do nárazníku;82A807682F9B9;AUDI | A1 Sportback (GBA) [07\18-] | 25 TFSI (999ccm\70kW\95HP) [11\18-];41;10-9707R;1
ST-ABG12830;5510-00-0041906P;mřížka do nárazníku;80A807647G9B9;AUDI | Q5 (FYB, FYG) [05\16-] | 2.0 TDI (1968ccm\100kW\136HP) [01\17-11\20];451;AD07064GA;2
ST-ABG14330-3;6502-07-0085995P;střední mřížka předního nárazníku;51117906809;BMW | 1 (E81) [09\06-09\12] | 116 d (1995ccm\66kW\90HP) [01\11-12\11];4287;BM100000G-2000;43
ST-ABG14420-2;6502-07-0067913P;mřížka do nárazníku;51748049347;BMW | 5 (F10) [01\09-10\16] | 520 d (1995ccm\135kW\184HP) [06\10-06\14];5024;33-9722;60
ST-ABG14540;6502-07-0069910P;střední mřížka předního nárazníku;51117293870;BMW | 2 cabrio (F23) [03\14-06\21] | 218 d (1995ccm\100kW\136HP) [07\15-09\20];465;BM01AA-008AA;2
ST-ABG14560-4L;6502-07-0063913PM;L mřížka do nárazníku;51118062635;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];616;33-7122L;5
ST-ABG14560-4R;6502-07-0063914PM;P mřížka do nárazníku;51118062636;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];616;33-7122R;5
ST-ABG14560-5R;6502-07-00639916P;P mřížka do nárazníku;51117255368;BMW | 3 (F30, F80) [11\11-10\18] | ActiveHybrid (2979ccm\250kW\340HP) [07\12-06\15];53;33-7115R;1
ST-ABG14570-1L;6502-07-0063913MP;L mřížka předního nárazníku;51118062631;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];616;33-7120L;5
ST-ABG14580-L;6502-07-0064913MP;L mřížka do nárazníku;51118075601;BMW | 3 (G20, G80, G28) [11\18-] | 2.0 320i ActiveFlex (1998ccm\135kW\184HP) [01\21-];889;33-97A19L;7
ST-ABG14580-R;6502-07-0064914MP;P mřížka do nárazníku;51118075602;BMW | 3 (G20, G80, G28) [11\18-] | 2.0 320i ActiveFlex (1998ccm\135kW\184HP) [01\21-];889;33-97A19R;7
ST-ABG14680-2;6502-07-0086919P;mřížka do nárazníku;51117371737;BMW | 1 (F20) [07\11-06\19] | 114 d (1496ccm\70kW\95HP) [07\15-06\19];1351;BM0104-008AA;11
ST-ABG14680-3;6502-07-0086919MP;mřížka do nárazníku;51118060284;BMW | 1 (F20) [07\11-06\19] | 114 d (1496ccm\70kW\95HP) [07\15-06\19];1782;BM07194GA;14
ST-ABG14710-L;5513-00-0071923P;L mřížka do nárazníku;51117407697;BMW | 2 Active Tourer (F45) [11\13-10\21] | 214 d (1496ccm\70kW\95HP) [07\14-02\18];1157;33-7137-WSHL;9
ST-ABG14710-R;5513-00-0071922P;P mřížka do nárazníku;51117407698;BMW | 2 Active Tourer (F45) [11\13-10\21] | 214 d (1496ccm\70kW\95HP) [07\14-02\18];1157;33-7137-WSHR;9
ST-ABG14780-1L;6502-07-0068913WP;L mřížka do nárazníku;51118064965;BMW | 5 (G30, F90) [09\16-] | 520 d (1995ccm\120kW\163HP) [09\16-06\23];2839;33-7128L;28
ST-ABG14780-1R;6502-07-0068914WP;P mřížka do nárazníku;51118064966;BMW | 5 (G30, F90) [09\16-] | 520 d (1995ccm\120kW\163HP) [09\16-06\23];2839;33-7128R;28
ST-ABG14780-L;6502-07-0068911P;L mřížka do nárazníku;51118064963;BMW | 5 (G30, F90) [09\16-] | 520 d (1995ccm\120kW\163HP) [09\16-06\23];2839;33-7127L;28
ST-ABG14780-R;6502-07-0068912P;P mřížka do nárazníku;51118064964;BMW | 5 (G30, F90) [09\16-] | 520 d (1995ccm\120kW\163HP) [09\16-06\23];2839;33-7127R;28
ST-ABG14790-L;6502-07-0073925P;L mřížka předního nárazníku;51117459715;BMW | 1 (F40) [07\19-] | 116 d (1496ccm\85kW\116HP) [07\19-];858;HF-BM11080-G2;7
ST-ABG14790-R;6502-07-0073926P;P mřížka předního nárazníku;51117459716;BMW | 1 (F40) [07\19-] | 116 d (1496ccm\85kW\116HP) [07\19-];858;HF-BM11080-G1;7
ST-ABG16690-3;6502-07-0554921P;P+L sada mřížek předního nárazníku;1632657680;CITROËN | BERLINGO (ER_, EC_) [06\18-] | 1.2 PureTech 110 (1199ccm\81kW\110HP) [06\18-];2393;P1-BLM18-YT6;48
ST-ABG16740-3;6502-07-0533990P;střední mřížka předního nárazníku;98335045XT;CITROËN | C3 III (SX) [07\16-] | 1.2 PureTech 82 (1199ccm\61kW\83HP) [05\18-];4105;PU-C320;82
ST-ABG16750;5513-00-0533932P;P+L sada krytů mlhovek;16828693XT;CITROËN | C3 AIRCROSS II (2R_, 2C_) [06\17-] | 1.2 Puretech 110 (2RHNZB, 2RHNZW, 2RHNPX, 2RHNPJ) (1199ccm\81kW\110HP) [06\17-];1053;P1-C3A21-YT5;17
ST-ABG17220-1;6502-07-1307911P;P+L sada mřížek předního nárazníku;261523351R;DACIA | JOGGER (RK_) [09\21-] | 1.0 TCe 100 ECO-G (RKMT) (999ccm\74kW\101HP) [09\21-];833;P1-DA-SANP5-YT6P;13
ST-ABG17220-2;6502-07-1307910P;střední mřížka předního nárazníku;622542460R;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];501;PU-DA-LG5;8
ST-ABG17220-4;6502-07-1308990P;střední mřížka předního nárazníku;620267459R;DACIA | JOGGER (RK_) [09\21-] | 1.0 TCe 100 ECO-G (RKMT) (999ccm\74kW\101HP) [09\21-];833;PU-DA-SANP5A;13
ST-ABG17220-5;6502-07-1308991P;střední mřížka předního nárazníku;620261041R;DACIA | JOGGER (RK_) [09\21-] | 1.0 TCe 100 ECO-G (RKMT) (999ccm\74kW\101HP) [09\21-];833;PU-DA-SANP5B;13
ST-ABG20104;6502-07-2579982P;střední mřížka předního nárazníku;2100653;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];5464;FD0508-008MB;131
ST-ABG20104-1;6502-07-2579980P;střední mřížka předního nárazníku;2548293;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];5464;FD0508-008BA;131
ST-ABG20104-L;6502-07-2579983P;L mřížka předního nárazníku;2082893;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];5464;FD0508-323KL;131
ST-ABG20104-R;6502-07-2579984P;P mřížka předního nárazníku;2082884;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];5464;FD0508-323KR;131
ST-ABG20108-2L;6502-07-2517991P;L mřížka předního nárazníku;2402058;FORD | TRANSIT V363 bus (FAD, FBD) [08\13-] | 2.0 EcoBlue (1995ccm\110kW\150HP) [10\21-];892;FD78A1FAL;14
ST-ABG20108-2R;6502-07-2517992P;P mřížka předního nárazníku;2402056;FORD | TRANSIT V363 bus (FAD, FBD) [08\13-] | 2.0 EcoBlue (1995ccm\110kW\150HP) [10\21-];892;FD78A1FAR;14
ST-ABG20111-L;6502-07-2595913P;L mřížka předního nárazníku;2436785;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];59;FD05PB-323BL;1
ST-ABG20111-R;6502-07-2595914P;P mřížka předního nárazníku;2436784;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];59;FD05PB-323BR;1
ST-ABG20290-3L;6502-07-2567991P;L mřížka do nárazníku;2170869;FORD | FIESTA VII (HJ, HF) [05\17-] | 1.0 EcoBoost (998ccm\103kW\140HP) [06\17-];2329;FD0063-323CL;47
ST-ABG20290-3R;6502-07-2567992P;P mřížka do nárazníku;2170865;FORD | FIESTA VII (HJ, HF) [05\17-] | 1.0 EcoBoost (998ccm\103kW\140HP) [06\17-];2329;FD0063-323CR;47
ST-ABG20740-2L;6502-07-2576915P;L mřížka předního nárazníku;1388480;FORD | FUSION (JU_) [08\02-12\12] | 1.25 (1242ccm\55kW\75HP) [08\04-12\12];37162;FD0706-008CL;1041
ST-ABG20800-1;6502-07-2537916P;střední mřížka předního nárazníku;2387034;FORD | FOCUS IV (HN) [01\18-] | 2.0 ST EcoBlue (1996ccm\140kW\190HP) [04\19-];73;FD064000G-1000;1
ST-ABG20800-2;6502-07-2537992P;mřížka do nárazníku;2195812;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];2199;FD07467GB;44
ST-ABG20800-3;6509-01-2537910P;střední mřížka předního nárazníku;2215673;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];2009;1058710;40
ST-ABG28105;6502-07-3585910P;mřížka do nárazníku;2478854205;MERCEDES-BENZ | GLA (H247) [02\20-] | AMG GLA 35 4-matic (247.751) (1991ccm\225kW\306HP) [06\20-];122;23-51A25-WSH;1
ST-ABG28106-1;6502-07-3583913P;mřížka do nárazníku;1568804200;MERCEDES-BENZ | GLA-CLASS (X156) [12\13-05\22] | GLA 180 (156.942) (1595ccm\90kW\122HP) [02\15-12\19];1817;23-97A09-WSH;15
ST-ABG28890;6502-07-3521910PP;mřížka do nárazníku;2058852123;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];2808;23-9742;28
ST-ABG28890-1L;6502-07-3521911P;L mřížka do nárazníku;2058854023;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];1373;23-9743L;11
ST-ABG28890-1R;6502-07-3521912P;P mřížka do nárazníku;2058854123;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];1373;23-9743R;11
ST-ABG28890-2L;5513-00-3522921P;L mřížka do nárazníku;2058858402;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];1557;23-9795L;12
ST-ABG28890-2R;5513-00-3522922P;P mřížka do nárazníku;2058858502;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\287kW\390HP) [05\18-05\21];1869;23-9795R;15
ST-ABG28890-L;6502-07-3521913P;L mřížka do nárazníku;2058852523;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];2808;23-9744L;28
ST-ABG28890-R;6502-07-3521914P;P mřížka do nárazníku;2058852623;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];2808;23-9744R;28
ST-ABG28910-1L;6502-07-3531993P;L mřížka do nárazníku;2138856700;MERCEDES-BENZ | E-CLASS (W213) [01\16-] | AMG E 43 4-matic (213.064) (2996ccm\295kW\401HP) [07\16-05\18];261;23-9764L;1
ST-ABG28910-1R;6502-07-3531994P;P mřížka do nárazníku;2138856800;MERCEDES-BENZ | E-CLASS (W213) [01\16-] | AMG E 43 4-matic (213.064) (2996ccm\295kW\401HP) [07\16-05\18];261;23-9764R;1
ST-ABG28930-L;6502-07-3534913P;L mřížka do nárazníku;2538857604;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 200 d (253.913) (1950ccm\120kW\163HP) [04\19-06\22];374;23-97A17-WSHL;1
ST-ABG28930-R;6502-07-3534914P;P mřížka do nárazníku;2538858104;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 200 d (253.913) (1950ccm\120kW\163HP) [04\19-06\22];374;23-97A17-WSHR;1
ST-ABG29120;6502-07-4001910P;střední mřížka předního nárazníku;51117250785;MINI | MINI (R56) [11\05-01\14] | Cooper (1598ccm\85kW\115HP) [09\06-11\13];911;AT07022GAX;11
ST-ABG29220-L;6502-07-4004917P;L mřížka do nárazníku;51117390533;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper (1499ccm\100kW\136HP) [10\16-];806;04-7101OH-L;10
ST-ABG29220-R;6502-07-4004918P;P mřížka do nárazníku;51117390534;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper (1499ccm\100kW\136HP) [10\16-];806;04-7101OH-R;10
ST-ABG32920-L;6502-07-5054911P;L lišta předního nárazníku;13469598;OPEL | ASTRA K (B16) [06\15-12\22] | 1.0 Turbo (68) (999ccm\66kW\90HP) [06\18-12\22];6748;OP0069-006AL;162
ST-ABG32920-R;6502-07-5054912P;P lišta předního nárazníku;13469599;OPEL | ASTRA K (B16) [06\15-12\22] | 1.0 Turbo (68) (999ccm\66kW\90HP) [06\18-12\22];6748;OP0069-006AR;162
ST-ABG32990-L;6502-07-5028915P;L mřížka předního nárazníku;9830218680;OPEL | CORSA F (P2JO) [07\19-] | 1.2 (68) (1199ccm\55kW\75HP) [07\19-];274;OP0015-323CL;2
ST-ABG32990-R;6502-07-5028916P;P mřížka předního nárazníku;9830218180;OPEL | CORSA F (P2JO) [07\19-] | 1.2 (68) (1199ccm\55kW\75HP) [07\19-];274;OP0015-323CR;2
ST-ABG34620-2;6502-07-5519919PA;P+L sada mřížek předního nárazníku;1610761380;PEUGEOT | 308 II (LB_, LP_, LW_, LH_, L3_) [09\13-06\21] | 1.2 THP 110 (1199ccm\81kW\110HP) [11\13-06\21];6356;PG0312-324AA;153
ST-ABG34650-3;6502-07-5547913P;P+L sada mřížek předního nárazníku;1617977580;PEUGEOT | 3008 II SUV (MC_, MR_, MJ_, M4_) [05\16-] | 1.2 THP/ PureTech 130 (MRHNSM, MRHNSU, MRHNSJ, MRHNYW,... (1199ccm\96kW\131HP) [05\16-];2060;P1-300817-YT6C;41
ST-ABG34750-2;6502-07-5549910P;P+L sada mřížek předního nárazníku;1675867980;PEUGEOT | 3008 II SUV (MC_, MR_, MJ_, M4_) [05\16-] | 1.2 Hybrid 136 (MRHPYE) (1199ccm\100kW\136HP) [05\23-11\23];1628;PE-300821;26
ST-ABG35970;6502-07-2003910P;střední mřížka předního nárazníku;LR099209;LAND ROVER | RANGE ROVER SPORT II (L494) [04\13-03\22] | 2.0 GTDI 4x4 (1999ccm\177kW\241HP) [10\15-03\22];839;07-9705-WCH;7
ST-ABG35970-1;6502-07-2003910PP;střední mřížka předního nárazníku;LR099208;LAND ROVER | RANGE ROVER SPORT II (L494) [04\13-03\22] | 2.0 GTDI 4x4 (1999ccm\177kW\241HP) [10\15-03\22];839;07-9705-OCH;7
ST-ABG36102-3;6502-07-6034917PQ;P+L sada mřížek předního nárazníku;261A34190R;RENAULT | CLIO IV (BH_) [11\12-08\21] | 0.9 TCe 75 (BHNP) (898ccm\56kW\76HP) [05\18-08\21];13646;P1-RC8-YT6A;382
ST-ABG36103-1;5703-05-6012912P;P+L sada mřížek předního nárazníku;261524144R;RENAULT | CAPTUR I (J5_, H5_) [06\13-] | 0.9 TCe 90 (898ccm\66kW\90HP) [06\13-];11054;P1-RCT2-YT6A;310
ST-ABG36107;6502-07-6066910P;střední mřížka předního nárazníku;622547116R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;PU-RTF5A;57
ST-ABG36107-1;6502-07-6066911P;střední mřížka předního nárazníku;622544956R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;PU-RTF5B;57
ST-ABG36490;5703-05-6092913P;střední mřížka předního nárazníku;622548761R;RENAULT | MASTER III bus (JV) [02\11-] | 2.3 dCi 100 FWD (JV0A, JV0B, JV0G, JV0H) (2298ccm\74kW\101HP) [02\11-];6433;PU-RMT5-P;154
ST-ABG36490-1;5703-05-6092912P;střední mřížka předního nárazníku;622545049R;RENAULT | MASTER III bus (JV) [02\11-] | 2.3 dCi 100 FWD (JV0A, JV0B, JV0G, JV0H) (2298ccm\74kW\101HP) [02\11-];6433;PU-RMT5A;154
ST-ABG36490-2;5703-05-6092914P;P+L sada mřížek předního nárazníku;261525623R;RENAULT | MASTER III bus (JV) [02\11-] | 2.3 dCi 100 FWD (JV0A, JV0B, JV0G, JV0H) (2298ccm\74kW\101HP) [02\11-];6433;P1-RMT5-YT5P;154
